Date,datetime,cash_type,card,Value,coffee_name,Return,SMA_7,SMA_30,Vol_20
15-05-2024,40:05.7,card,ANON-0000-0000-0168,37.72,Latte,0.638575152,28.62,31.78466667,0.247055525
15-05-2024,55:29.0,card,ANON-0000-0000-0164,32.82,Americano with Milk,-0.12990456,29.32,31.948,0.249700191
16-05-2024,13:58.2,card,ANON-0000-0000-0175,37.72,Latte,0.149299208,30.72,31.948,0.249700191
16-05-2024,38:42.5,card,ANON-0000-0000-0097,32.82,Americano with Milk,-0.12990456,31.42,31.78466667,0.243433967
16-05-2024,39:49.4,card,ANON-0000-0000-0172,32.82,Americano with Milk,0,32.12,31.62133333,0.231778845
16-05-2024,42:50.3,cash,,39,Latte,0.188299817,33.70285714,31.95466667,0.234863513
16-05-2024,44:20.8,cash,,39,Cappuccino,0,35.98571429,32.288,0.225195604
16-05-2024,14:00.1,card,ANON-0000-0000-0173,32.82,Americano with Milk,-0.158461538,35.28571429,32.288,0.229396735
16-05-2024,15:16.3,card,ANON-0000-0000-0174,37.72,Hot Chocolate,0.149299208,35.98571429,32.288,0.2307497
16-05-2024,44:31.5,card,ANON-0000-0000-0069,37.72,Latte,0,35.98571429,32.288,0.218790371
16-05-2024,12:56.9,card,ANON-0000-0000-0175,37.72,Hot Chocolate,0,36.68571429,32.45133333,0.210711841
17-05-2024,37:42.8,card,ANON-0000-0000-0179,37.72,Latte,0,37.38571429,32.61466667,0.201097831
17-05-2024,34:50.8,card,ANON-0000-0000-0177,27.92,Americano,-0.25980912,35.80285714,32.288,0.188977452
17-05-2024,36:33.4,card,ANON-0000-0000-0178,37.72,Latte,0.351002865,35.62,32.61466667,0.198518279
17-05-2024,37:52.9,card,ANON-0000-0000-0176,37.72,Cappuccino,0,36.32,32.61466667,0.198518279
17-05-2024,30:27.6,card,ANON-0000-0000-0164,32.82,Americano with Milk,-0.12990456,35.62,32.45133333,0.201690717
17-05-2024,55:18.5,card,ANON-0000-0000-0012,32.82,Americano with Milk,0,34.92,32.61466667,0.201690717
17-05-2024,58:03.1,cash,,34,Americano with Milk,0.035953687,34.38857143,32.81733333,0.201619667
17-05-2024,00:48.5,card,ANON-0000-0000-0033,27.92,Americano,-0.178823529,32.98857143,32.81733333,0.20675399
17-05-2024,56:46.8,card,ANON-0000-0000-0009,37.72,Cappuccino,0.351002865,34.38857143,32.81733333,0.214268026
18-05-2024,05:27.5,cash,,39,Cappuccino,0.033934252,34.57142857,33.15066667,0.162286793
18-05-2024,22:53.1,card,ANON-0000-0000-0009,37.72,Latte,-0.032820513,34.57142857,33.15066667,0.159190924
18-05-2024,58:44.2,card,ANON-0000-0000-0040,32.82,Americano with Milk,-0.12990456,34.57142857,33.47733333,0.159354782
18-05-2024,49:27.1,card,ANON-0000-0000-0097,32.82,Americano with Milk,0,34.57142857,33.64066667,0.156204766
18-05-2024,15:56.1,card,ANON-0000-0000-0181,32.82,Americano with Milk,0,34.40285714,33.804,0.156204766
18-05-2024,02:40.0,card,ANON-0000-0000-0180,37.72,Cappuccino,0.149299208,35.80285714,34.13066667,0.154104056
18-05-2024,01:37.9,card,ANON-0000-0000-0180,37.72,Cappuccino,0,35.80285714,34.45733333,0.154104056
18-05-2024,48:29.4,card,ANON-0000-0000-0172,32.82,Americano with Milk,-0.12990456,34.92,34.62066667,0.152595316
19-05-2024,18:36.1,card,ANON-0000-0000-0189,37.72,Cappuccino,0.149299208,34.92,34.94733333,0.152595316
19-05-2024,15:41.8,card,ANON-0000-0000-0188,37.72,Cappuccino,0,35.62,35.43733333,0.152595316
19-05-2024,51:07.0,card,ANON-0000-0000-0187,37.72,Cappuccino,0,36.32,35.43733333,0.152595316
19-05-2024,16:30.0,card,ANON-0000-0000-0186,37.72,Hot Chocolate,0,37.02,35.60066667,0.152595316
19-05-2024,13:47.8,card,ANON-0000-0000-0186,23.02,Espresso,-0.38971368,34.92,35.11066667,0.166807914
19-05-2024,12:36.3,card,ANON-0000-0000-0186,32.82,Americano with Milk,0.425716768,34.22,35.11066667,0.175594028
19-05-2024,14:26.7,card,ANON-0000-0000-0184,32.82,Americano with Milk,0,34.22,35.11066667,0.175594028
19-05-2024,43:40.0,card,ANON-0000-0000-0012,27.92,Americano,-0.149299208,32.82,34.74133333,0.176445486
19-05-2024,28:49.7,cash,,24,Espresso,-0.140401146,30.86,34.24133333,0.17949429
19-05-2024,00:35.1,card,ANON-0000-0000-0183,37.72,Cappuccino,0.571666667,30.86,34.40466667,0.220479116
19-05-2024,59:33.5,card,ANON-0000-0000-0182,27.92,Americano,-0.25980912,29.46,34.078,0.225142927
19-05-2024,58:38.3,card,ANON-0000-0000-0182,27.92,Americano,0,30.16,33.75133333,0.211448215
19-05-2024,58:58.2,card,ANON-0000-0000-0185,32.82,Americano with Milk,0.175501433,30.16,33.588,0.214813935
20-05-2024,37:57.8,card,ANON-0000-0000-0012,32.82,Americano with Milk,0,30.16,33.42466667,0.2145789
20-05-2024,36:54.0,card,ANON-0000-0000-0012,32.82,Americano with Milk,0,30.86,33.588,0.211955776
20-05-2024,46:52.1,card,ANON-0000-0000-0195,27.92,Cortado,-0.149299208,31.42,33.26133333,0.21530427
20-05-2024,37:57.3,card,ANON-0000-0000-0194,37.72,Cocoa,0.351002865,31.42,33.26133333,0.228141594
20-05-2024,36:48.3,card,ANON-0000-0000-0194,32.82,Americano with Milk,-0.12990456,32.12,33.26133333,0.229011137
20-05-2024,13:56.9,card,ANON-0000-0000-0193,37.72,Latte,0.149299208,33.52,33.42466667,0.230879507
20-05-2024,12:51.1,card,ANON-0000-0000-0120,37.72,Latte,0,34.22,33.54866667,0.228141594
20-05-2024,14:31.4,card,ANON-0000-0000-0192,37.72,Cappuccino,0,34.92,33.87533333,0.226476087
20-05-2024,32:21.3,cash,,29,Americano,-0.231177094,34.37428571,33.58466667,0.233488494
20-05-2024,28:10.4,card,ANON-0000-0000-0003,27.92,Americano,-0.037241379,34.37428571,33.21533333,0.233730714
20-05-2024,27:13.4,card,ANON-0000-0000-0003,27.92,Americano,0,32.97428571,32.88866667,0.233730714
20-05-2024,16:19.6,card,ANON-0000-0000-0143,27.92,Americano,0,32.27428571,32.72533333,0.214136984
20-05-2024,15:16.4,card,ANON-0000-0000-0143,27.92,Americano,0,30.87428571,32.562,0.192690841
20-05-2024,58:48.4,card,ANON-0000-0000-0001,37.72,Latte,0.351002865,30.87428571,32.72533333,0.207393775
20-05-2024,17:51.9,card,ANON-0000-0000-0191,37.72,Latte,0,30.87428571,32.72533333,0.20343648
20-05-2024,05:59.2,card,ANON-0000-0000-0190,32.82,Americano with Milk,-0.12990456,31.42,32.562,0.202979891
20-05-2024,13:19.0,card,ANON-0000-0000-0192,32.82,Americano with Milk,0,32.12,32.562,0.158524109
21-05-2024,13:48.4,card,ANON-0000-0000-0199,37.72,Cappuccino,0.149299208,33.52,32.562,0.148718854
21-05-2024,11:09.2,card,ANON-0000-0000-0198,37.72,Cappuccino,0,34.92,32.562,0.148718854
21-05-2024,13:24.0,card,ANON-0000-0000-0012,23.02,Espresso,-0.38971368,34.22,32.072,0.170681555
21-05-2024,10:20.0,card,ANON-0000-0000-0197,37.72,Latte,0.638575152,34.22,32.072,0.223036015
21-05-2024,44:40.3,cash,,34,Americano with Milk,-0.098621421,33.68857143,32.438,0.224784884
21-05-2024,46:09.4,cash,,39,Cocoa,0.147058824,34.57142857,32.644,0.222539663
21-05-2024,43:50.7,cash,,29,Americano,-0.256410256,34.02571429,32.51666667,0.219065107
21-05-2024,27:38.2,card,ANON-0000-0000-0196,37.72,Latte,0.300689655,34.02571429,32.84333333,0.225841408
21-05-2024,05:08.0,cash,,39,Latte,0.033934252,34.20857143,33.34333333,0.224090889
22-05-2024,24:58.1,card,ANON-0000-0000-0134,37.72,Cappuccino,-0.032820513,36.30857143,33.34333333,0.224394891
22-05-2024,24:49.6,card,ANON-0000-0000-0180,37.72,Cappuccino,0,36.30857143,33.67,0.224394891
22-05-2024,23:53.0,card,ANON-0000-0000-0180,37.72,Hot Chocolate,0,36.84,33.99666667,0.216468487
22-05-2024,25:58.6,card,ANON-0000-0000-0134,37.72,Cappuccino,0,36.65714286,34.16,0.215984928
22-05-2024,00:20.5,card,ANON-0000-0000-0009,32.82,Americano with Milk,-0.12990456,37.20285714,34.16,0.219045187
22-05-2024,34:41.8,card,ANON-0000-0000-0200,37.72,Cappuccino,0.149299208,37.20285714,34.32333333,0.220538089
22-05-2024,29:50.8,card,ANON-0000-0000-0012,27.92,Americano,-0.25980912,35.62,34.32333333,0.230247038
22-05-2024,34:55.0,card,ANON-0000-0000-0097,32.82,Americano with Milk,0.175501433,34.92,34.16,0.220240716
22-05-2024,18:14.3,card,ANON-0000-0000-0141,27.92,Cortado,-0.149299208,33.52,33.99666667,0.223280094
22-05-2024,49:47.0,card,ANON-0000-0000-0191,32.82,Americano with Milk,0.175501433,32.82,33.83333333,0.223838728
22-05-2024,30:43.3,card,ANON-0000-0000-0012,27.92,Americano,-0.149299208,31.42,33.50666667,0.227100132
23-05-2024,17:28.4,card,ANON-0000-0000-0134,37.72,Cappuccino,0.351002865,32.12,33.50666667,0.237604499
23-05-2024,55:36.9,cash,,39,Hot Chocolate,0.033934252,32.30285714,33.84,0.237535594
23-05-2024,48:10.8,card,ANON-0000-0000-0208,32.82,Americano with Milk,-0.158461538,33.00285714,34.00333333,0.22125487
23-05-2024,16:24.2,card,ANON-0000-0000-0207,37.72,Latte,0.149299208,33.70285714,34.33,0.173262805
23-05-2024,15:01.4,card,ANON-0000-0000-0207,37.72,Cappuccino,0,35.10285714,34.65666667,0.17127853
23-05-2024,42:31.5,card,ANON-0000-0000-0206,37.72,Cappuccino,0,35.80285714,34.98333333,0.168628239
23-05-2024,18:26.4,card,ANON-0000-0000-0205,37.72,Cappuccino,0,37.20285714,34.98333333,0.156484779
23-05-2024,03:53.9,card,ANON-0000-0000-0204,27.92,Cortado,-0.25980912,35.80285714,34.65666667,0.154593021
23-05-2024,22:06.6,card,ANON-0000-0000-0202,23.02,Espresso,-0.175501433,33.52,34.33,0.158952418
23-05-2024,14:33.2,card,ANON-0000-0000-0153,37.72,Cappuccino,0.638575152,34.22,34.49333333,0.215582156
23-05-2024,41:00.0,card,ANON-0000-0000-0077,37.72,Latte,0,34.22,34.49333333,0.215582156
23-05-2024,18:14.1,card,ANON-0000-0000-0180,37.72,Cappuccino,0,34.22,34.49333333,0.215582156
23-05-2024,56:27.2,card,ANON-0000-0000-0203,37.72,Cappuccino,0,34.22,34.98333333,0.215582156
23-05-2024,55:16.6,card,ANON-0000-0000-0180,37.72,Cappuccino,0,34.22,34.98333333,0.212780966
23-05-2024,15:44.9,card,ANON-0000-0000-0153,37.72,Latte,0,35.62,35.10733333,0.210839399
23-05-2024,10:19.6,card,ANON-0000-0000-0201,37.72,Cappuccino,0,37.72,35.06466667,0.200536197
24-05-2024,30:40.2,card,ANON-0000-0000-0210,32.82,Americano with Milk,-0.12990456,37.02,35.192,0.200627441
24-05-2024,18:36.7,card,ANON-0000-0000-0209,27.92,Cortado,-0.149299208,35.62,34.86533333,0.200627441
24-05-2024,17:40.3,card,ANON-0000-0000-0209,27.92,Cortado,0,34.22,34.496,0.197105002
24-05-2024,15:08.3,card,ANON-0000-0000-0012,27.92,Americano,0,32.82,34.16933333,0.193649846
24-05-2024,16:13.0,card,ANON-0000-0000-0012,27.92,Americano,0,31.42,33.84266667,0.176764212
24-05-2024,11:59.2,card,ANON-0000-0000-0141,27.92,Cortado,0,30.02,33.516,0.176558236
24-05-2024,07:19.8,card,ANON-0000-0000-0081,37.72,Hot Chocolate,0.351002865,30.02,33.516,0.189422151
25-05-2024,58:12.0,card,ANON-0000-0000-0213,32.82,Americano with Milk,-0.12990456,30.02,33.516,0.189774083
25-05-2024,48:16.8,card,ANON-0000-0000-0040,27.92,Americano,-0.149299208,30.02,33.18933333,0.192983884
25-05-2024,47:09.6,card,ANON-0000-0000-0040,32.82,Americano with Milk,0.175501433,30.72,33.35266667,0.196943243
25-05-2024,43:13.3,card,ANON-0000-0000-0212,32.82,Americano with Milk,0,31.42,33.35266667,0.196943243
25-05-2024,40:58.8,cash,,29,Americano,-0.116392444,31.57428571,33.38866667,0.189112411
25-05-2024,40:23.6,cash,,29,Americano,0,31.72857143,33.26133333,0.183767787
25-05-2024,13:53.4,card,ANON-0000-0000-0211,37.72,Latte,0.300689655,31.72857143,33.588,0.132810695
25-05-2024,42:10.3,card,ANON-0000-0000-0212,32.82,Americano with Milk,-0.12990456,31.72857143,33.42466667,0.136332804
26-05-2024,39:18.8,card,ANON-0000-0000-0219,37.72,Latte,0.149299208,33.12857143,33.382,0.140297806
26-05-2024,06:02.6,card,ANON-0000-0000-0223,37.72,Cappuccino,0,33.82857143,33.54533333,0.140297806
26-05-2024,04:58.8,card,ANON-0000-0000-0221,37.72,Latte,0,34.52857143,33.54533333,0.140297806
26-05-2024,03:51.8,card,ANON-0000-0000-0222,37.72,Cappuccino,0,35.77428571,33.54533333,0.140297806
26-05-2024,02:36.9,card,ANON-0000-0000-0221,27.92,Cortado,-0.25980912,35.62,33.21866667,0.15262182
26-05-2024,00:05.6,card,ANON-0000-0000-0220,37.72,Cappuccino,0.351002865,35.62,33.21866667,0.168830679
26-05-2024,13:14.3,card,ANON-0000-0000-0218,27.92,Americano,-0.25980912,34.92,33.21866667,0.17629429
26-05-2024,59:15.0,card,ANON-0000-0000-0220,37.72,Hot Chocolate,0.351002865,34.92,33.70866667,0.191619855
26-05-2024,09:52.8,card,ANON-0000-0000-0218,37.72,Hot Chocolate,0,34.92,33.70866667,0.191619855
26-05-2024,19:15.5,card,ANON-0000-0000-0217,37.72,Cappuccino,0,34.92,33.70866667,0.191619855
26-05-2024,40:58.9,card,ANON-0000-0000-0216,32.82,Americano with Milk,-0.12990456,34.22,33.54533333,0.194922999
26-05-2024,26:05.2,card,ANON-0000-0000-0215,27.92,Cortado,-0.149299208,34.22,33.21866667,0.182622078
26-05-2024,24:49.8,card,ANON-0000-0000-0214,32.82,Americano with Milk,0.175501433,33.52,33.05533333,0.183938011
26-05-2024,20:02.2,card,ANON-0000-0000-0001,37.72,Latte,0.149299208,34.92,33.05533333,0.181971436
26-05-2024,11:02.2,card,ANON-0000-0000-0218,37.72,Hot Chocolate,0,34.92,33.05533333,0.178808003
27-05-2024,30:19.8,card,ANON-0000-0000-0206,37.72,Cappuccino,0,34.92,33.21866667,0.178808003
27-05-2024,17:38.7,card,ANON-0000-0000-0228,37.72,Latte,0,34.92,33.54533333,0.175952265
27-05-2024,16:27.4,card,ANON-0000-0000-0227,37.72,Latte,0,35.62,33.872,0.175952265
27-05-2024,00:51.0,card,ANON-0000-0000-0226,27.92,Americano,-0.25980912,35.62,33.872,0.174766391
27-05-2024,50:55.8,card,ANON-0000-0000-0203,37.72,Latte,0.351002865,36.32,34.19866667,0.188579807
27-05-2024,29:07.1,card,ANON-0000-0000-0192,32.82,Americano with Milk,-0.12990456,35.62,34.362,0.189104788
27-05-2024,11:34.1,card,ANON-0000-0000-0225,27.92,Americano,-0.149299208,34.22,34.03533333,0.192415857
27-05-2024,06:43.6,card,ANON-0000-0000-0224,37.72,Cocoa,0.351002865,34.22,34.19866667,0.207629874
27-05-2024,05:21.7,card,ANON-0000-0000-0224,32.82,Americano with Milk,-0.12990456,33.52,34.362,0.210288465
27-05-2024,34:55.3,card,ANON-0000-0000-0012,27.92,Americano,-0.149299208,32.12,34.19866667,0.204102306
27-05-2024,14:05.8,card,ANON-0000-0000-0225,27.92,Americano,0,32.12,34.03533333,0.188508937
28-05-2024,50:19.4,card,ANON-0000-0000-0012,27.92,Americano,0,30.72,33.99933333,0.178261527
28-05-2024,24:32.2,card,ANON-0000-0000-0009,32.82,Americano with Milk,0.175501433,30.72,34.12666667,0.164595971
28-05-2024,10:31.1,card,ANON-0000-0000-0231,37.72,Latte,0.149299208,32.12,34.12666667,0.1677019
28-05-2024,09:29.1,card,ANON-0000-0000-0231,27.92,Americano,-0.25980912,30.72,33.96333333,0.178456003
28-05-2024,21:44.0,cash,,39,Cappuccino,0.396848138,31.60285714,34.006,0.196297352
28-05-2024,25:39.3,card,ANON-0000-0000-0141,27.92,Cortado,-0.284102564,31.60285714,33.67933333,0.204766977
28-05-2024,14:40.4,card,ANON-0000-0000-0230,37.72,Cappuccino,0.351002865,33.00285714,33.67933333,0.215301858
28-05-2024,48:18.5,card,ANON-0000-0000-0229,37.72,Cappuccino,0,34.40285714,33.67933333,0.213458513
28-05-2024,20:10.7,card,ANON-0000-0000-0097,32.82,Americano with Milk,-0.12990456,34.40285714,33.84266667,0.21607949
28-05-2024,37:09.0,card,ANON-0000-0000-0012,32.82,Americano with Milk,0,33.70285714,33.67933333,0.21607949
28-05-2024,10:53.7,card,ANON-0000-0000-0194,37.72,Cocoa,0.149299208,35.10285714,34.006,0.218134766
29-05-2024,45:03.9,card,ANON-0000-0000-0237,37.72,Latte,0,34.92,34.006,0.218134766
29-05-2024,32:35.2,card,ANON-0000-0000-0240,37.72,Cocoa,0,36.32,34.006,0.207994833
29-05-2024,24:59.3,card,ANON-0000-0000-0238,37.72,Latte,0,36.32,34.006,0.1942451
29-05-2024,24:03.3,card,ANON-0000-0000-0238,27.92,Cortado,-0.25980912,34.92,33.84266667,0.201455243
29-05-2024,45:12.7,card,ANON-0000-0000-0236,37.72,Cappuccino,0.351002865,35.62,34.16933333,0.211380188
29-05-2024,30:42.2,card,ANON-0000-0000-0239,37.72,Hot Chocolate,0,36.32,34.33266667,0.197956363
29-05-2024,10:48.5,card,ANON-0000-0000-0234,27.92,Americano,-0.25980912,34.92,34.006,0.205068373
29-05-2024,14:43.7,card,ANON-0000-0000-0232,37.72,Latte,0.351002865,34.92,34.006,0.214707562
29-05-2024,22:56.3,card,ANON-0000-0000-0235,37.72,Latte,0,34.92,34.006,0.214707562
29-05-2024,14:02.9,card,ANON-0000-0000-0233,37.72,Hot Chocolate,0,34.92,34.006,0.214707562
29-05-2024,48:46.8,cash,,39,Latte,0.033934252,36.50285714,34.04866667,0.212203716
30-05-2024,53:11.2,card,ANON-0000-0000-0206,37.72,Cappuccino,-0.032820513,36.50285714,34.37533333,0.210692156
30-05-2024,29:06.3,card,ANON-0000-0000-0241,37.72,Cappuccino,0,36.50285714,34.37533333,0.200261242
30-05-2024,30:21.6,card,ANON-0000-0000-0241,37.72,Latte,0,37.90285714,34.53866667,0.181090197
30-05-2024,37:05.4,card,ANON-0000-0000-0242,32.82,Americano with Milk,-0.12990456,37.20285714,34.702,0.170740092
30-05-2024,47:59.1,card,ANON-0000-0000-0001,37.72,Latte,0.149299208,37.20285714,34.702,0.155512149
30-05-2024,56:15.5,card,ANON-0000-0000-0097,32.82,Americano with Milk,-0.12990456,36.50285714,34.702,0.158681348
30-05-2024,16:15.7,card,ANON-0000-0000-0243,23.02,Espresso,-0.298598416,34.22,34.53866667,0.170268683
30-05-2024,17:38.7,card,ANON-0000-0000-0012,23.02,Espresso,0,32.12,34.37533333,0.170268683
30-05-2024,31:05.4,card,ANON-0000-0000-0244,37.72,Latte,0.638575152,32.12,34.702,0.221013104
30-05-2024,46:13.8,card,ANON-0000-0000-0009,37.72,Hot Chocolate,0,32.12,34.86533333,0.221013104
30-05-2024,47:21.6,card,ANON-0000-0000-0009,32.82,Americano with Milk,-0.12990456,32.12,34.702,0.223546196
31-05-2024,34:32.9,card,ANON-0000-0000-0134,37.72,Latte,0.149299208,32.12,35.02866667,0.225532674
31-05-2024,05:47.1,card,ANON-0000-0000-0206,37.72,Cappuccino,0,32.82,34.986,0.215739336
31-05-2024,23:58.8,cash,,39,Latte,0.033934252,35.10285714,35.35533333,0.202509812
31-05-2024,07:55.4,card,ANON-0000-0000-0206,27.92,Cortado,-0.284102564,35.80285714,35.02866667,0.213557534
31-05-2024,33:06.4,card,ANON-0000-0000-0134,32.82,Americano with Milk,0.175501433,35.10285714,34.86533333,0.207287423
31-05-2024,06:52.5,card,ANON-0000-0000-0206,32.82,Americano with Milk,0,34.40285714,34.86533333,0.1926961
31-05-2024,06:39.2,card,ANON-0000-0000-0180,37.72,Cappuccino,0.149299208,35.10285714,35.02866667,0.1952141
31-05-2024,21:07.8,card,ANON-0000-0000-0246,37.72,Latte,0,35.10285714,35.02866667,0.1952141
31-05-2024,23:44.6,card,ANON-0000-0000-0250,37.72,Latte,0,35.10285714,35.02866667,0.195199597
31-05-2024,50:13.0,card,ANON-0000-0000-0249,32.82,Americano with Milk,-0.12990456,34.22,34.86533333,0.197631168
31-05-2024,39:06.1,card,ANON-0000-0000-0248,37.72,Cocoa,0.149299208,35.62,34.86533333,0.200051172
31-05-2024,38:07.9,card,ANON-0000-0000-0247,37.72,Hot Chocolate,0,36.32,35.192,0.200051172
31-05-2024,53:57.3,card,ANON-0000-0000-0245,32.82,Americano with Milk,-0.12990456,36.32,35.02866667,0.200051172
31-05-2024,25:03.3,card,ANON-0000-0000-0250,37.72,Latte,0.149299208,36.32,35.02866667,0.200051172
01-06-2024,50:10.5,card,ANON-0000-0000-0154,37.72,Cappuccino,0,36.32,35.35533333,0.197112809
01-06-2024,59:09.7,card,ANON-0000-0000-0252,37.72,Cocoa,0,36.32,35.35533333,0.182162325
01-06-2024,54:59.3,cash,,39,Cocoa,0.033934252,37.20285714,35.398,0.181942072
01-06-2024,51:13.6,card,ANON-0000-0000-0154,37.72,Cappuccino,-0.032820513,37.20285714,35.398,0.115572945
01-06-2024,51:05.0,card,ANON-0000-0000-0009,32.82,Americano with Milk,-0.12990456,36.50285714,35.192,0.11955097
01-06-2024,21:15.4,card,ANON-0000-0000-0251,32.82,Americano with Milk,0,36.50285714,35.02866667,0.115572945
01-06-2024,28:53.7,card,ANON-0000-0000-0097,32.82,Americano with Milk,0,35.80285714,34.86533333,0.110591664
01-06-2024,38:09.4,card,ANON-0000-0000-0250,37.72,Latte,0.149299208,35.80285714,34.86533333,0.115572945
01-06-2024,48:24.7,card,ANON-0000-0000-0232,37.72,Latte,0,35.80285714,35.02866667,0.11540099
01-06-2024,27:01.7,card,ANON-0000-0000-0141,27.92,Cortado,-0.25980912,34.22,34.702,0.112283583
01-06-2024,20:12.8,card,ANON-0000-0000-0251,32.82,Americano with Milk,0.175501433,33.52,34.702,0.112283583
02-06-2024,03:25.8,card,ANON-0000-0000-0009,37.72,Latte,0.149299208,34.22,35.192,0.116723824
02-06-2024,24:02.4,card,ANON-0000-0000-0040,32.82,Americano with Milk,-0.12990456,34.22,35.51866667,0.116345779
02-06-2024,25:07.2,card,ANON-0000-0000-0040,37.72,Cappuccino,0.149299208,34.92,35.51866667,0.121058934
02-06-2024,07:20.5,card,ANON-0000-0000-0097,32.82,Americano with Milk,-0.12990456,34.22,35.35533333,0.124889003
02-06-2024,30:12.4,card,ANON-0000-0000-0253,37.72,Latte,0.149299208,34.22,35.51866667,0.125127429
02-06-2024,43:10.6,cash,,34,Americano with Milk,-0.098621421,35.08857143,35.39466667,0.123353781
03-06-2024,42:51.7,cash,,34,Americano with Milk,0,35.25714286,35.27066667,0.123353781
03-06-2024,34:06.9,card,ANON-0000-0000-0009,37.72,Latte,0.109411765,35.25714286,35.228,0.121451887
03-06-2024,33:01.0,card,ANON-0000-0000-0024,32.82,Americano with Milk,-0.12990456,35.25714286,35.39133333,0.121154061
03-06-2024,43:37.5,cash,,34,Americano with Milk,0.035953687,34.72571429,35.43066667,0.121416476
03-06-2024,27:49.8,card,ANON-0000-0000-0191,37.72,Latte,0.109411765,35.42571429,35.594,0.123761154
03-06-2024,12:04.1,card,ANON-0000-0000-0001,37.72,Latte,0,35.42571429,35.594,0.123612591
03-06-2024,31:42.3,card,ANON-0000-0000-0025,37.72,Cappuccino,0,35.95714286,35.594,0.123289908
04-06-2024,37:15.2,card,ANON-0000-0000-0260,32.82,Americano with Milk,-0.12990456,35.78857143,35.43066667,0.123289908
04-06-2024,36:06.9,card,ANON-0000-0000-0260,32.82,Americano with Milk,0,35.08857143,35.43066667,0.123289908
04-06-2024,34:55.7,card,ANON-0000-0000-0260,32.82,Americano with Milk,0,35.08857143,35.26733333,0.123289908
04-06-2024,33:02.6,card,ANON-0000-0000-0259,32.82,Americano with Milk,0,34.92,35.104,0.118684409
04-06-2024,31:58.9,card,ANON-0000-0000-0258,27.92,Cortado,-0.149299208,33.52,34.94066667,0.123290721
04-06-2024,50:33.9,card,ANON-0000-0000-0257,37.72,Cappuccino,0.351002865,33.52,34.94066667,0.132778147
04-06-2024,13:01.2,card,ANON-0000-0000-0256,37.72,Hot Chocolate,0,33.52,34.94066667,0.127883943
04-06-2024,46:36.7,card,ANON-0000-0000-0192,27.92,Cortado,-0.25980912,32.82,34.614,0.137511717
04-06-2024,30:32.5,card,ANON-0000-0000-0255,37.72,Latte,0.351002865,33.52,34.57133333,0.155590199
04-06-2024,05:29.2,card,ANON-0000-0000-0254,37.72,Hot Chocolate,0,34.22,34.57133333,0.152504893
04-06-2024,02:10.2,card,ANON-0000-0000-0254,37.72,Latte,0,34.92,34.73466667,0.148937967
04-06-2024,27:14.0,card,ANON-0000-0000-0097,32.82,Americano with Milk,-0.12990456,35.62,34.73466667,0.148962606
04-06-2024,23:42.9,card,ANON-0000-0000-0141,27.92,Cortado,-0.149299208,34.22,34.57133333,0.151195878
04-06-2024,47:28.8,card,ANON-0000-0000-0192,37.72,Cappuccino,0.351002865,34.22,34.57133333,0.170306613
05-06-2024,59:53.5,card,ANON-0000-0000-0264,37.72,Latte,0,35.62,34.57133333,0.168967169
05-06-2024,12:01.7,card,ANON-0000-0000-0220,27.92,Cortado,-0.25980912,34.22,34.57133333,0.177034178
05-06-2024,10:47.6,card,ANON-0000-0000-0220,37.72,Cocoa,0.351002865,34.22,34.73466667,0.193123479
05-06-2024,40:53.2,card,ANON-0000-0000-0097,32.82,Americano with Milk,-0.12990456,33.52,34.57133333,0.194813987
05-06-2024,43:57.7,card,ANON-0000-0000-0263,32.82,Americano with Milk,0,33.52,34.57133333,0.194813987
05-06-2024,28:50.6,card,ANON-0000-0000-0001,37.72,Latte,0.149299208,34.92,34.57133333,0.197263592
05-06-2024,22:43.1,card,ANON-0000-0000-0262,27.92,Americano,-0.25980912,33.52,34.408,0.204375048
05-06-2024,23:06.7,card,ANON-0000-0000-0261,37.72,Cappuccino,0.351002865,33.52,34.408,0.218016615
05-06-2024,21:49.0,card,ANON-0000-0000-0261,37.72,Cappuccino,0,34.92,34.532,0.218016615
06-06-2024,19:30.4,card,ANON-0000-0000-0206,32.82,Americano with Milk,-0.12990456,34.22,34.49266667,0.220821897
06-06-2024,18:26.7,card,ANON-0000-0000-0206,37.72,Cappuccino,0.149299208,34.92,34.49266667,0.218727156
06-06-2024,15:42.2,card,ANON-0000-0000-0267,37.72,Latte,0,35.62,34.656,0.205891056
06-06-2024,14:05.1,card,ANON-0000-0000-0267,37.72,Latte,0,35.62,34.78,0.205891056
06-06-2024,24:06.2,card,ANON-0000-0000-0266,37.72,Cappuccino,0,37.02,34.78,0.19528313
06-06-2024,21:04.4,card,ANON-0000-0000-0267,37.72,Latte,0,37.02,34.78,0.180323568
06-06-2024,17:41.5,card,ANON-0000-0000-0265,27.92,Americano,-0.25980912,35.62,34.45333333,0.190505244
06-06-2024,36:09.7,card,ANON-0000-0000-0001,37.72,Latte,0.351002865,36.32,34.61666667,0.205891056
06-06-2024,54:08.5,card,ANON-0000-0000-0097,32.82,Americano with Milk,-0.12990456,35.62,34.61666667,0.205891056
06-06-2024,52:56.4,card,ANON-0000-0000-0097,32.82,Americano with Milk,0,34.92,34.61666667,0.20213219
06-06-2024,11:14.2,card,ANON-0000-0000-0224,32.82,Americano with Milk,0,34.22,34.61666667,0.187174668
